TARGET_deathRate,avgAnnCount,avgDeathsPerYear,incidenceRate,popEst2015,povertyPercent,studyPerCap,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctHS25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPublicCoverage,PctMarriedHouseholds,BirthRate
181.8,144,64,420.6,24518,30.6,0,39,38.3,39.2,The Mountain States,2.7,47.1,31.6,44.4,13.8,37.5,44.70367094,8.62924023
137.7,205,82,332.9,76708,35.8,0,30.8,29,32.3,The Mountain States,3.97,33.5,33.1,42.4,15.5,25,39.14033281,7.322096363
134.3,25,10,359,4596,24.2,0,42.6,44,42.6,The Mountain States,2.81,41.2,35.6,31.9,5.4,27.8,43.34945586,1.084812623
161.1,286,122,393,64362,20.2,15.53711818,35.6,33.1,37.9,The Mountain States,2.63,49.1,29.5,43.2,12.7,53.2,48.6479635,8.221797323
190.6,56,27,412.7,8455,23.9,0,45.7,43.7,48.2,The Mountain States,2.59,45,38.8,41.6,5,54.8,42.24678817,4.063068526
155.5,164,71,351.8,39465,24.1,0,40.1,39.6,40.6,The Mountain States,2.86,41.9,31.8,48.5,11.4,48.8,41.29643117,3.902327704
163.5,68,32,360.7,19120,24,0,29.4,28,30.8,The Mountain States,2.62,45.1,25.3,53.1,9.7,54.7,45.45454545,4.392712551
135.7,564,188,395.4,139394,12.6,0,469.2,37.6,40.1,The Mountain States,2.83,49.7,25.9,55.1,9.2,63.8,51.87665603,5.497053425
136.7,435,166,356.1,118737,21,202.1273908,34.2,33.1,35.2,The Mountain States,3.04,46.6,32.1,54.6,9.2,50.4,48.79315011,6.09617959
158.2,125,57,355.6,27967,25.5,0,42.5,42.1,42.9,The Mountain States,2.51,33,28.4,41.4,6.4,46.4,31.9243604,5.744748568
126.1,691,231,374.3,148686,14.2,60.53024495,44.4,42.7,46.2,The Mountain States,2.35,47.6,21.4,54.1,7.9,60.1,43.68165547,4.017424976
190.3,100,47,424.2,11282,23.8,0,55.6,54.7,56.5,The Mountain States,2.25,47.9,33.7,39.8,6.8,50.8,44.70658208,8.198614319
167.8,84,34,404.4,17256,31,0,36.8,33.9,42.8,The Mountain States,3.43,28.5,33.4,41.9,7.3,50.5,36.04204568,2.688172043
135.2,154,62,339,32907,19.2,0,46.8,46.1,48.5,The Mountain States,2.44,42.4,25.4,52.8,10.7,47.3,41.50030248,4.706601467
164.3,108,32,558.5,15485,27.6,64.57862448,43.3,43.1,43.5,The Mountain States,2.81,49.1,34.2,41.6,11.2,42,50.52141527,2.98792117
151.6,18,9,303,4201,19.4,0,40.3,38.2,45.2,The Mountain States,2.39,44.5,35.3,46.5,2.1,48.2,47.01731879,3.536585366
163.1,334,133,402.3,75737,24.5,330.0896524,38.5,36.9,40,The Mountain States,2.78,49.2,31.9,47.3,12.4,52.6,51.14469717,6.407674997
176.1,1775,637,505.9,309381,13.5,420.193871,37.9,36.4,39.6,Mid-Atlantic Region,2.35,40.8,26.5,60.7,6.4,77.7,40.08229986,3.774039071
177.2,282,105,490.7,47462,18.3,0,38.3,36.8,39.7,Mid-Atlantic Region,2.36,47.6,38.7,51.8,9.2,67.8,49.29176921,4.844731809
162,5834,2059,455.3,1455444,31.5,241.1635212,33.2,30.9,35.2,Mid-Atlantic Region,2.86,31,27.3,51.2,14,43.1,27.30922949,5.67890152
163.6,1235,442,494.4,196567,17.2,106.8338022,39.9,37.8,42,Mid-Atlantic Region,2.37,43.8,32.2,54.1,7.8,69.2,43.30106657,4.2987606
167.9,515,171,517.8,77922,16.2,0,41.4,40.6,42.1,Mid-Atlantic Region,2.41,48.7,40.9,54.3,8.2,67.3,46.90374585,4.82052462
158.6,465,163,470.8,78288,12.7,102.1867975,42.5,41.2,44,Mid-Atlantic Region,0.0243,46.8,34.1,56.9,7.3,71,45.81880408,5.470136014
173.2,950,315,550.1,130779,19.3,267.6270655,41.7,40.2,43.1,Mid-Atlantic Region,2.36,47,35.5,53.6,7.8,66.5,45.57763418,6.073151538
183.8,559,214,508.2,87071,18.2,195.2429626,40.9,39.6,42.3,Mid-Atlantic Region,2.35,48.3,35.6,53.8,5.4,68.8,45.98629397,5.089635277
180.3,337,121,512.4,48844,16.7,0,43.8,42.6,45,Mid-Atlantic Region,0.0249,50.2,39.2,53.6,7.1,66,49.42212718,5.052412881
194.2,335,155,437.1,51881,20.5,19.27487905,46,43.6,47.5,Mid-Atlantic Region,2.32,52,34.1,49.9,10,59.8,47.92326567,6.007452513
111.3,12,5,327,2214,14.6,0,59,60.2,58.2,Mid-Atlantic Region,2.1,63.1,38.6,51.3,1.1,69.4,53.59477124,10.79136691
200.6,205,88,460.2,36314,10.2,0,44.5,43.4,46,Mid-Atlantic Region,2.57,58.1,27.7,59.4,8.3,76.5,59.93899339,3.667228197
149,410,159,423,73147,7.9,27.34220132,45.4,43.4,46.7,Mid-Atlantic Region,2.49,58.3,21.1,54.7,5.1,81.1,57.275,4.819607038
180.3,38,18,383.4,7158,14.8,0,45.9,42.8,48.4,Mid-Atlantic Region,2.46,53.7,41.1,57,5.5,65.7,49.61990325,9.290030211
195.7,108,41,491.5,25515,7.5,0,36.6,36.3,37.3,Mid-Atlantic Region,2.96,56.6,30.3,63.6,7.4,83.5,61.9525003,6.194544857
187.4,90,32,514.8,16269,8.8,0,40.7,40,41.5,Mid-Atlantic Region,2.66,58.5,39.4,63,5.4,75.6,60.48707753,6.631716907
190.6,101,48,446.8,10965,13.7,0,55.6,53.4,57.2,Mid-Atlantic Region,2.13,51.4,32.8,48.6,7.9,71,44.2680093,4.297328688
224.2,107,73,330.5,24742,26.6,0,42.8,40.3,46.2,Mid-Atlantic Region,2.52,49.8,33.6,37.9,12,52.5,51.50873478,6.208251473
136.5,862,283,364.9,375629,3.9,449.9120142,35.3,34.9,35.6,Mid-Atlantic Region,3.08,61.2,13.8,72.6,4,86.9,65.51325905,6.198748382
191,183,77,456.9,34602,11.5,0,43.7,42.8,44.4,Mid-Atlantic Region,2.64,55.1,37,58.3,8.1,67.4,58.25863279,5.015546843
189.8,70,33,404.1,12299,22.4,0,44.7,43.2,46.6,Mid-Atlantic Region,2.48,45.7,34.9,43.8,7.3,58.5,47.05491585,7.48049564
169.8,84,31,463.3,13134,12.3,0,44.6,44.3,45.2,Mid-Atlantic Region,2.58,52.2,36.4,55.9,6.6,65.3,53.72776334,6.25698324
157.1,72,27,444.9,8862,10.6,225.6826901,51.1,50.8,51.3,Mid-Atlantic Region,2.3,63.6,33.3,51.1,3.3,80.6,60.61481871,1.906898486
213.7,216,109,445.1,31081,21.1,289.5659728,47.2,45.2,49.3,Mid-Atlantic Region,2.41,44.4,32.5,47.6,6.9,61.7,43.75901298,4.664723032
206.9,100,43,525.6,10606,14.4,94.28625306,52.7,51,53.7,Mid-Atlantic Region,2.38,54.4,32.5,47.5,6.3,77.6,53.80009212,2.71468144
153.3,309,120,396.2,97653,24.8,256.00852,27.5,26.2,29.6,Mid-Atlantic Region,2.48,39.1,21.8,55,5.6,82.4,43.44441603,3.135414054
194.3,120,44,526.7,14785,13.4,0,48.4,45.7,49.4,Mid-Atlantic Region,2.33,50,33.6,54.4,5.7,69.1,44.34453384,5.74048913
201.4,94,39,454.3,20392,6.2,0,43.1,41.9,44.5,Mid-Atlantic Region,2.61,60.6,33,62.8,6.1,83.8,63.5566516,2.628490965
227.1,103,48,527.2,12155,21.5,0,48.3,45.2,50.5,Mid-Atlantic Region,2.26,46.4,34.2,48.1,9.5,56.8,41.0632622,6.455750321
190.5,107,49,450.4,12232,14.3,0,55.1,54.8,55.7,Mid-Atlantic Region,2.1,61,31.1,47.2,8.7,76.1,54.34226241,7.278020378
201.5,106,44,508,15673,24.3,0,41.5,41,43.9,Mid-Atlantic Region,0.0254,42.7,37.1,43.8,10.8,59.2,44.24762927,7.331771008
177.3,225,82,503.5,35385,10.7,0,42.6,41,44,Mid-Atlantic Region,2.66,54.7,34.7,53.8,7.9,69.9,56.73692428,2.100668394
199.2,137,65,430.1,23726,16.9,0,44.1,43.5,44.9,Mid-Atlantic Region,2.52,53.1,42.9,52.8,9.3,63.5,53.00896287,5.963302752
178.3,97,52,339.1,18045,21.9,0,48,46.1,50,Mid-Atlantic Region,2.31,53.5,36,45,8.3,57.4,51.42490372,2.944539737
176.8,346,156,399,62194,14.6,0,546,44.2,46.7,Mid-Atlantic Region,2.36,53.5,35.3,53.9,7.7,66.2,51.5913601,4.194566305
175.1,145,52,459.6,28031,7.1,0,43.7,42.4,44.9,Mid-Atlantic Region,2.63,57.5,28.6,56.6,4.9,83.7,65.72456321,5.615292712
188.8,99,48,410.4,22952,25.5,0,32.1,29,34.5,Mid-Atlantic Region,2.49,36.1,34.6,44.4,7,69.6,44.6214064,7.608005083
172.1,155,59,437,37862,10.5,0,37.1,36,38.3,Mid-Atlantic Region,3.03,49.7,33.4,47.4,10.6,80.5,61.87173482,4.855936413
150.1,1142,407,373.7,451721,7.2,19.92380252,34,33.3,34.7,Mid-Atlantic Region,3.17,55,21.7,68.5,5.4,78,60.21316724,6.857756326
185.8,189,91,390.6,34332,14.7,0,45.2,43.9,47.1,Mid-Atlantic Region,2.3,53.5,34.2,53.6,7.4,69.3,50.35228128,6.174957118
149.6,44,17,401.1,7378,9.3,0,49.1,48.9,49.2,Mid-Atlantic Region,2.26,63.9,25.6,57,2.9,68.1,58.75343721,5.182481752
176.2,57,22,452.4,8908,19.7,0,43.7,40.8,50.3,Mid-Atlantic Region,2.47,46.6,40.2,41.2,8.7,70.6,50.22608696,8.755129959
155.9,493,204,400.5,94409,8.2,21.18442098,43.5,42.3,45,Mid-Atlantic Region,2.4,55.7,26.4,59.2,5.1,79.6,53.38800964,5.404491669
159.2,115,58,338,22354,13,0,48.3,47.1,49.2,Mid-Atlantic Region,2.39,55,36.3,51.9,4.1,69.3,53.65382552,6.476146578
156.1,378,157,400.2,78593,11.7,0,41.5,40.6,42.3,Mid-Atlantic Region,2.57,57,35.5,61.3,5.4,72.9,58.19746835,4.834403227
212,137,81,365.4,27891,17.9,0,43.8,43,44.8,Mid-Atlantic Region,2.51,54,36.7,43.7,8,56.7,52.3494794,3.255738239
196.1,110,69,330.8,22126,20.8,0,45.4,44.4,47,Mid-Atlantic Region,2.34,57.6,36.2,45.3,9.4,62.7,55.30440345,2.248441674
171.4,235,104,407.6,43190,12,0,43.8,42.3,45.1,Mid-Atlantic Region,2.47,55.6,39.5,57.9,6,68.9,53.77866168,7.406593407
202.4,171,92,389.1,31470,19.7,0,44.3,42.8,46.1,Mid-Atlantic Region,2.43,51.7,38.8,50.8,6.4,59.2,49.67565455,6.188734455
181.8,97,43,405.7,18109,15.3,0,45.4,45.7,45.2,Mid-Atlantic Region,2.53,48.3,34.8,52.1,7.2,66.8,52.5142173,5.455508475
172.5,518,191,449.4,130475,9.2,176.2789806,36.7,35.7,37.8,Mid-Atlantic Region,2.97,56,31.7,63.3,6.2,78.3,61.33152745,6.051314143
175.6,460,160,450.5,142003,5.9,0,34.7,33.5,35.9,Mid-Atlantic Region,3.08,57.4,23.7,61.8,5.5,84.1,66.38405714,4.970818505
182.2,40,17,426.5,6709,12.9,0,47.5,47.1,47.8,Mid-Atlantic Region,2.56,53.2,29.2,56.2,10.7,65.2,53.5982009,4.897660819
208.4,72,30,486.9,11715,23.9,0,38.5,35.9,47.3,Mid-Atlantic Region,2.08,32,40.3,25,6.9,66.2,41.31470308,3.682946357
208.1,224,127,376.4,42899,19.2,23.31056668,43.1,40.8,46.1,Mid-Atlantic Region,2.38,53.9,35.8,46.2,8,59,52.52355316,6.033920417
202.5,178,84,428.2,39083,11.3,0,40.4,39,41.5,Mid-Atlantic Region,2.62,51.2,36.6,60.8,7.2,75.2,52.57588415,5.544668588
176.7,312,136,420.8,54591,14.5,36.63607554,44.7,43.2,46.1,Mid-Atlantic Region,2.35,53.9,32.9,53.6,6.9,67.4,52.00899749,5.091597145
179.9,121,49,450.9,17629,15,0,46.6,45.2,48.6,Mid-Atlantic Region,2.51,47.6,36.3,51,9.7,64.7,47.27822581,3.666942377
223.4,176,106,367.3,39718,21.9,0,39.8,37.8,41.5,Mid-Atlantic Region,2.46,47.5,32.4,41.3,11,59.7,49.41654648,3.651138835
175.9,171,71,433.5,29119,15.6,137.3673546,43.6,42,45.5,Mid-Atlantic Region,2.44,53.7,36.4,52.9,9.6,63.9,52.06945966,2.933713923
152.3,272,103,389.3,67837,5.5,0,39.5,37.4,40.8,Mid-Atlantic Region,2.73,61.5,19.6,57.8,5.8,87.2,64.84977289,4.925163106
135.4,405,165,317.6,153511,9.6,58.62772049,36,35.9,36.2,Mid-Atlantic Region,2.21,44.1,12.1,74.2,4.5,76.4,36.21615156,6.214827502
226.6,64,58,265.7,17141,21.8,408.3775742,41.8,39.7,43.7,Mid-Atlantic Region,2.22,46.2,32.8,51.3,10.7,57.3,40.54159109,3.86837478
240.8,46,19,578.2,6618,17.2,0,33.8,33.6,34.3,Mid-Atlantic Region,2.26,48.1,40.5,51.8,7.3,59.9,45.92619657,11.88769415
178.2,250,60,718.9,46597,25.9,364.8303539,29.8,29.3,30.3,Mid-Atlantic Region,0.0239,30.1,22.2,60.6,4.3,76.1,30.49233889,2.753790712
182.2,995,378,458.3,235429,9.8,46.72321592,36.5,35,38.2,Mid-Atlantic Region,2.75,52.5,26.5,58.6,7.5,77.9,54.73147035,5.746827092
159.3,117,43,493.6,17820,11.5,0,40,37.7,43.5,Mid-Atlantic Region,2.44,47.4,35.2,54.9,8.3,74.6,42.69631298,3.664122137
207.4,320,130,539,42082,23.6,356.4469369,41.8,38.3,44.5,Mid-Atlantic Region,2.2,38.7,28.1,48.9,12.7,57.2,33.34770192,3.236583838
137.6,55,16,447.7,13892,3.2,0,37.7,37.1,38.6,Mid-Atlantic Region,2.57,55.3,7.5,72,4.2,92.3,53.27138986,3.066180935
221.7,51,25,468,8490,22.5,0,38,35.2,40.3,Mid-Atlantic Region,2.41,34.9,24.9,51.8,13.7,59.4,30.84274544,4.927099045
180.3,120,39,566.3,28118,16.8,1280.318657,29.4,29.5,29.3,Mid-Atlantic Region,2.46,33.7,26.9,60.4,8.9,71.3,34.21626984,4.269052202
190.3,709,270,491.9,136454,15.2,168.5549709,35.4,33.3,38,Mid-Atlantic Region,2.51,41,27.3,55.2,9.8,69.5,39.69588213,4.72938218
150.5,190,51,591.1,52538,28.3,57.10152651,23.5,24.5,22.8,Mid-Atlantic Region,2.69,28.7,26.5,54.6,6.5,72.8,34.66999817,2.564793362
244.9,139,65,547.6,22378,19.5,0,36.9,34.9,38.1,Mid-Atlantic Region,2.53,35.3,38.3,52.4,12.8,62,30.50769584,5.969289827
194.5,391,165,495,79812,25,388.41277,28.7,27,30.4,Mid-Atlantic Region,2.37,35.6,25.1,53.1,8,69.1,37.78393158,5.96087761
155.2,108,41,364.1,41764,9.8,0,33.3,32.2,34.1,Mid-Atlantic Region,3.27,53.3,26,69.8,7.5,69.1,56.91305397,6.93416809
191.9,773,321,457.2,182385,16.7,159.0043041,32.8,31.2,34.4,Mid-Atlantic Region,2.5,41.1,28.2,57.9,9.1,68.8,38.42890855,5.236698785
193.6,985,393,480.5,246393,23.4,523.5538347,30,28.4,32.4,Mid-Atlantic Region,2.53,34.1,26.9,50.8,10.9,63,34.30754208,6.373340936
197.3,22,9,461,3939,21.6,3046.458492,39.3,44.3,37,Mid-Atlantic Region,2.21,43.1,19.4,55.1,11.1,59.8,32.64161526,3.938223938
224.4,249,88,651.3,32477,25.8,0,39.5,37.3,41.1,Mid-Atlantic Region,2.44,29.5,34,49.3,13,53.1,27.0092947,4.372408594
159.2,67,24,441.3,12059,5.9,0,43.8,42.8,45.2,Mid-Atlantic Region,2.59,60.3,27,60.7,4.5,87.7,62.60232658,4.361370717
218.1,489,229,473.2,96201,18.3,187.1082421,34.9,32.9,36.7,Mid-Atlantic Region,2.54,37.8,28.9,54.1,11.6,62.4,35.93873276,5.954956101
193.1,51,21,463.1,17403,32.4,0,22.3,22.4,22.3,Mid-Atlantic Region,2.57,25.3,22.6,44.8,8.8,76.1,31.13018076,1.039129729
200.2,948,406,475.4,220289,25,122.5662652,32.9,32.2,33.7,Mid-Atlantic Region,2.33,26.2,23,58.8,10,59.3,23.88562781,4.888983425
201.2,576,235,512.4,99897,20.4,430.4433567,38,36,40.1,Mid-Atlantic Region,2.29,38.7,30.4,58.5,8.3,59.2,33.55903312,6.673085779
186.6,162,63,511.5,25432,10.2,432.5259516,40.5,40.1,40.9,Mid-Atlantic Region,2.29,47.3,29.8,59.7,4.8,75.1,46.2518666,4.609250399
176.1,181,64,537.9,24416,16.5,0,42.3,41.4,42.9,Mid-Atlantic Region,2.21,43.6,30.9,56,5.6,68.4,40.5218061,3.909798832
199.3,406,169,472,88161,13.6,11.34288404,38.3,36.6,39.4,Mid-Atlantic Region,2.75,50.4,28.3,59.3,8,73.4,52.22007099,5.719705952
168.1,1825,688,435.6,452745,8.6,88.34995417,35,33.5,37,Mid-Atlantic Region,2.63,50.1,22.4,60.4,6.1,80,50.40904224,5.841796248
210.5,157,58,596.9,21491,14.6,0,38.5,37.4,40.6,Mid-Atlantic Region,2.32,47.9,38.5,57.9,4.9,61.7,40.80389769,7.446377985
162.1,135,23,1014.2,15052,20.1,0,24.6,25.6,23.6,Mid-Atlantic Region,2.37,26.2,15.5,44.5,8.5,83.3,36.33759365,2.181467181
192.8,117,59,401.9,27284,13.4,1026.242486,37,35.3,39.7,Mid-Atlantic Region,2.47,41.3,30.4,58.8,6.7,65.6,38.67835596,6.642835865
135.7,54,21,340.3,19254,19,0,28.9,28.3,29.9,Pacific Region,3.24,56.9,25.9,58.7,9.6,45,58.13512582,9.861143799
188.3,112,60,371.3,22105,16.3,0,44.2,43.6,44.9,Pacific Region,2.34,52.7,30.5,52.4,9.6,64.1,49.15961888,3.801794105
163.9,814,296,452.4,190309,14.6,462.4058768,35.5,34.7,36.1,Pacific Region,2.72,53.5,24.4,58.5,6.9,66.6,53.57704286,6.253360451
154.7,399,144,451.5,75644,14,727.0900534,39.3,37.7,41.2,Pacific Region,2.7,52.3,30.1,56.8,7.5,64.3,52.98314358,4.217134885
181.3,575,235,480.2,73486,16.2,136.0803418,50.1,47.8,52.1,Pacific Region,2.27,50.5,27.9,45.3,9.9,63.5,47.16324511,5.956137583
178.2,1859,771,427.4,459495,9.9,272.0377806,37.4,36.6,38.3,Pacific Region,2.71,52.7,25.3,58.5,8.6,69.8,53.29996737,5.742215991
194.4,30,14,476.2,3944,15.5,0,49.5,47.7,50.9,Pacific Region,2.31,52.4,27.5,46.2,10.4,60.7,51.06761566,5.205479452
184.1,571,240,455.5,103468,20.6,202.961302,41.2,40.5,42.2,Pacific Region,2.54,51.1,30.9,49.7,10.7,62.3,49.8428187,6.298743004
157.4,194,70,449.9,40534,15.5,24.67064686,37,36.1,38.3,Pacific Region,2.76,58.1,27.7,59.7,6.5,55.3,59.49197861,4.643274854
161.1,41,19,358.2,7582,22.4,0,47.7,46.8,49.5,Pacific Region,2.39,48.2,31.2,38,12.2,50.6,47.82468579,4.978354978
163.5,230,86,420.9,88807,17.3,0,29.1,29.5,28.8,Pacific Region,3.4,49.2,27.3,60.2,7.2,52.7,53.35894843,8.388253538
115,11,4,293.6,2219,14.2,0,49.8,50.4,47.7,Pacific Region,2.3,61.9,29.4,49.1,7.4,62.8,58.13221406,13.55498721
173.1,362,149,417.9,93259,15.8,0,32.2,32,32.4,Pacific Region,3,52.3,26.8,57.1,10.1,49.9,54.65445682,6.92564347
194.6,489,189,518.4,71122,19.6,140.6034701,42.7,40.8,44.6,Pacific Region,2.51,47.5,32.1,45.1,14.3,56.7,45.9899335,5.713875529
143.5,505,165,462,80593,10.3,0,44,41.5,47,Pacific Region,2.33,59.1,23.3,48.1,9,75.7,56.3290566,6.113924051
154.9,273,91,480.9,30466,14.1,262.5878028,55.6,54.3,56.8,Pacific Region,2.18,53.7,23.2,43.6,9.5,66,50.49173,5.305574211
152.7,8999,2939,464.2,2117125,11.3,620.6530082,37.2,36.4,38,Pacific Region,2.45,49.5,16.5,64.9,6.3,75.8,46.8503058,5.202119227
170.7,187,79,414.6,38033,19.9,0,39,38.5,40,The East North Central Region,2.46,45,37.8,46.3,11.7,65.2,48.96763592,5.803003309
203.8,211,94,464.3,30553,24.5,0,46.4,46.1,46.8,The East North Central Region,2.28,51.6,39.3,42.4,13.2,55.6,48.18559034,3.935222672
149.1,286,125,345.3,77390,10,0,39.7,38.7,40.5,The East North Central Region,2.64,54.7,27.9,59.1,6.5,80.6,56.7383997,4.540884719
178.6,88,40,416.1,13801,16.5,0,49.3,48.8,49.7,The East North Central Region,2.3,55.1,35.4,44.6,12,65.3,52.92240511,3.797949107
178.5,204,101,393.1,36377,14.8,384.8585645,46.4,45.3,47.4,The East North Central Region,2.3,54,35.3,51.6,9.2,66.5,50.08606949,3.887024609
172.2,136,70,358.9,25788,14.4,1318.442687,46.4,45,47.5,The East North Central Region,2.31,54,39.9,52.3,7,71.2,50.68270187,6.088280061
178.6,523,229,413.5,108801,9.8,9.191091994,41,39.6,42.6,The East North Central Region,2.45,52.1,29.7,58.8,7.8,76.5,50.74257426,5.808302127
168,211,76,489.1,33161,11.6,422.1826845,44.3,42.7,45.7,The East North Central Region,2.33,57.5,26.2,58.5,8.4,71.7,54.49526814,5.055523086
192.1,2484,940,514.3,410849,21.5,523.3066163,39.6,38,41.1,The East North Central Region,2.48,44.6,32.8,49.2,13.2,63.5,42.98472784,4.863978687
196.5,195,83,475.7,25164,18.5,0,48.9,47.9,49.9,The East North Central Region,2.3,57.2,40.2,41.2,11,61.6,53.97810219,6.390328152
195.2,84,55,324.9,15431,20.9,0,48.3,45.1,51.3,The East North Central Region,2.1,46,38.4,42.2,9.5,61,44.13291796,2.773556231
151.8,551,168,521.2,91636,9.7,556.5498276,41.7,40.2,43.6,The East North Central Region,2.46,52,26.9,59.9,6.6,73,51.77868993,5.649660209
168.3,219,86,447.1,41540,18.5,0,38.9,37.4,41.5,The East North Central Region,2.45,47.1,41.1,46.5,8.5,68,51.59010601,3.748722027
187.5,230,111,396.3,45941,16.6,0,42,41.5,42.5,The East North Central Region,2.5,54,40.2,52.1,9,65,54.65468838,6.309693152
155.4,153,67,373.8,36380,18.7,0,32.8,28.8,38,The East North Central Region,2.51,44.3,33.8,51.4,7.2,71.6,46.68361787,5.373953975
181.6,228,100,448.5,31883,14.1,0,48,46.6,49.2,The East North Central Region,2.3,55.7,44.3,51.9,7.8,69.4,52.9590728,5.169018707
165.5,1352,435,514.9,286085,20.1,443.9240086,31.5,30.6,32.7,The East North Central Region,2.4,38.8,21.6,57.3,9,72.7,38.80436161,4.499226458
173,275,110,417.8,64223,15.2,0,37.9,37.3,38.7,The East North Central Region,2.72,50,38.1,52.8,10.4,69.1,54.4314684,6.91088967
193.4,186,93,406.2,25345,19,0,624,51.6,52.5,The East North Central Region,2.2,52.2,40,40.4,12.1,61.4,48.10896588,4.012841091
167.6,72,41,344.3,11348,17.3,0,53.3,52.6,54.3,The East North Central Region,2.07,51.2,45,43.8,9,64.1,44.82566766,4.683342203
180.1,260,105,446.7,70698,28.3,99.01270192,26.3,26.3,26.1,The East North Central Region,2.61,34.9,31.8,55.9,11.3,72.6,40.69583553,3.814938787
193.8,883,372,473.5,159494,15.4,514.1259232,40.5,39,42,The East North Central Region,2.48,48,34.8,50.7,10.3,67.9,48.6970012,5.040777373
171,1199,454,464.2,260263,18.9,810.7183887,34,32.6,35.5,The East North Central Region,2.47,44.3,23.1,59.6,9.1,73.4,44.01690236,4.426449927
200.7,103,45,469.6,17260,17.4,0,44.4,43.4,45.4,The East North Central Region,2.38,54.4,42.4,48.7,10.4,60.6,50.21572721,4.369071572
160.2,2809,965,473.3,636369,15.3,414.8536462,34.8,33.9,35.8,The East North Central Region,2.63,49.2,25.5,63.4,7.7,72.2,49.44003503,5.98333118
113.5,12,5,337.6,2168,12.7,0,54.5,53.2,55.4,The East North Central Region,2.1,55.6,32.6,44.8,7,66.2,49.03846154,7.936507937
213.1,78,42,395.3,11424,29.2,0,51.5,51.6,51.3,The East North Central Region,2.53,46.6,41.5,54.1,13.2,51,47.01030928,4.422110553
186.7,492,189,484.6,88373,11.1,135.7880801,43.3,42.6,44,The East North Central Region,2.64,57.1,37.1,53,10.5,74.7,59.89229545,5.407671348
132.5,138,54,372.9,21981,8.9,0,52.4,51.3,53.3,The East North Central Region,2.31,61.4,22.4,51.9,7.1,75.8,59.85488412,5.887253541
177.6,512,217,425.8,98573,14.5,649.2650117,40.9,39,42.8,The East North Central Region,2.46,50,36.7,54,8.6,71.5,50.8534401,4.630064868
162.7,855,316,433.5,187316,6.1,0,42.1,41.2,42.9,The East North Central Region,2.66,58.9,25.6,62.6,5.9,83.2,61.49898521,4.426612689
175.3,33,16,366,6415,20.6,0,44.3,42,48.1,The East North Central Region,2.27,45.9,45,38.2,11.6,59.5,48.67480017,5.95959596
160.3,75,31,422.5,10890,15.4,0,50.9,50,51.7,The East North Central Region,2.07,54.2,36.5,47.6,12.5,63.4,47.97465924,3.381147541
177.8,4974,1809,506.5,864840,12.3,154.9419546,40.8,39.4,42.1,The East North Central Region,2.52,49.5,30.6,58.2,9,73.6,48.70666718,4.707995158
180,186,72,494.9,24461,16.6,81.7628061,48.2,45.8,51,The East North Central Region,2.28,51.1,37.3,43.6,11.5,65.4,50.35495957,4.046522898
168.7,343,141,430.4,67215,15.4,74.38815741,39.1,38.4,39.9,The East North Central Region,2.38,46.4,33.1,52.1,8.1,73.2,47.85878973,3.31536726
190.2,144,82,350.2,28783,16.3,799.0827919,45.7,44.5,46.9,The East North Central Region,2.3,54.9,34.4,52.1,10.7,64.3,50.78380144,5.960854093
177.2,222,89,448.5,43067,23,626.9301321,35.7,33.5,37.7,The East North Central Region,2.61,44.2,34.4,48.9,12.2,67.9,50.00646078,4.303337477
185,108,70,310.1,23548,14.5,0,47.5,46,48.7,The East North Central Region,2.19,52.9,42.2,52.6,8.5,66.3,47.10178856,5.558035714
154.4,436,160,438.7,83632,11.9,0,40.9,39.7,42.4,The East North Central Region,2.45,57.2,29.6,55.6,8.5,76.5,55.87649106,5.762837089
190.2,84,39,417.3,14903,16.1,0,43,41.7,44.3,The East North Central Region,2.52,56.8,42.8,51.2,11,61.4,55.69382884,4.809286899
182.8,652,325,371,149568,10.4,608.4189131,41.7,41,42.6,The East North Central Region,2.55,54.1,36.2,56.4,8.3,77,54.45138818,6.102216567
184.5,348,137,475.3,62945,20.4,0,40,39.2,41,The East North Central Region,2.59,51.3,39,49,11.2,64.9,52.62411957,5.831775701
207.6,88,37,484.4,9259,15.7,0,54.6,54.3,54.9,The East North Central Region,2.27,51.5,41.9,36.1,16,60.8,49.21375921,3.263086336
189.2,975,379,499,172790,20,260.4317379,39.1,38.1,40.4,The East North Central Region,2.56,47.4,34.8,51.5,11.9,64,47.8461777,4.97414174
197,236,120,393.2,47948,21,0,42.4,41.5,43.3,The East North Central Region,2.58,55.8,41.1,48.8,10.1,62.4,56.1044768,5.713998795
159.6,6825,2231,495.7,1242304,10,297.0287466,40.8,39.4,42.1,The East North Central Region,2.47,52.4,20.1,61.4,7.5,79,50.74358294,5.31040591
153.3,128,54,370.2,26105,20.1,0,42.3,41.2,43.8,The East North Central Region,2.6,57.1,34.7,50,8.7,61.3,57.87008756,4.930928626
177,134,62,402.9,20937,21.4,0,49,48.5,49.8,The East North Central Region,2.22,54.7,40.9,43.2,12.4,60.1,49.31100276,6.505717916
171.1,49,22,396,6007,17.8,0,55.6,55.5,55.6,The East North Central Region,2.01,57,40.6,36.7,13.7,63.6,49.22178988,3.276955603
